Feature,Importance,Importance_Percent,Cumulative_Importance
Rainfall_mm,0.6411560914549758,64.11560914549757,64.11560914549757
Fertilizer_Used,0.21206825751054528,21.206825751054527,85.3224348965521
Irrigation_Used,0.137599196674051,13.759919667405098,99.0823545639572
Temperature_Celsius,0.00917645436042789,0.9176454360427889,99.99999999999999
