Feature,Importance,Importance_Percent,Cumulative_Importance
Rainfall_mm,0.5835771932273808,58.35771932273808,58.35771932273808
Irrigation_Used_True,0.16743915312209037,16.743915312209037,75.10163463494712
Fertilizer_Used_False,0.10899957511787732,10.899957511787733,86.00159214673485
Fertilizer_Used_True,0.10618603813004145,10.618603813004144,96.620195959739
Temperature_Celsius,0.029296406981664653,2.929640698166465,99.54983665790546
Irrigation_Used_False,0.004501633420945531,0.45016334209455305,100.00000000000001
